Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.95     0.00     2031     0.00     0.00  ImVector<ImGuiWindowStackData>::push_back(ImGuiWindowStackData const&)
  0.00      0.95     0.00     2014     0.00     0.00  ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float)
  0.00      0.95     0.00     2005     0.00     0.00  ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int)
  0.00      0.95     0.00     2004     0.00     0.00  ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int*, int, unsigned int*, ImRect const&)
  0.00      0.95     0.00     1986     0.00     0.00  ImVector<ImGuiFocusScopeData>::back()
  0.00      0.95     0.00     1985     0.00     0.00  ImGui::IsKeyDown(ImGuiKey)
  0.00      0.95     0.00     1979     0.00     0.00  ImGuiViewportP::GetWorkRect() const
  0.00      0.95     0.00     1975     0.00     0.00  ImTrunc(ImVec2 const&)
  0.00      0.95     0.00     1966     0.00     0.00  ImGui::BeginCombo(char const*, char const*, int)
  0.00      0.95     0.00     1920     0.00     0.00  ImGui::IsKeyDown(ImGuiKey, unsigned int)
  0.00      0.95     0.00     1896     0.00     0.00  ImGui::Combo(char const*, int*, char const* (*)(void*, int), void*, int, int)
  0.00      0.95     0.00     1874     0.00     0.00  Items_ArrayGetter(void*, int)
  0.00      0.95     0.00     1866     0.00     0.00  ImGui::ConvertSingleModFlagToKey(ImGuiContext*, ImGuiKey)
  0.00      0.95     0.00     1770     0.00     0.00  ImGui::SameLine(float, float)
  0.00      0.95     0.00     1677     0.00     0.00  UpdateAliasKey(ImGuiKey, bool, float)
  0.00      0.95     0.00     1631     0.00     0.00  ImGui::IsAliasKey(ImGuiKey)
  0.00      0.95     0.00     1544     0.00     0.00  ImGui::CallContextHooks(ImGuiContext*, ImGuiContextHookType)
  0.00      0.95     0.00     1442     0.00     0.00  ImVector<ImGuiContextHook>::end()
  0.00      0.95     0.00     1438     0.00     0.00  ImHashData(void const*, unsigned long, unsigned int)
  0.00      0.95     0.00     1435     0.00     0.00  ImVector<ImGuiContextHook>::begin()
  0.00      0.95     0.00     1421     0.00     0.00  ImGui::GetCurrentContext()
  0.00      0.95     0.00     1343     0.00     0.00  ImGuiWindow::GetID(int)
  0.00      0.95     0.00     1274     0.00     0.00  ImVector<ImGuiViewportP*>::begin()
  0.00      0.95     0.00     1227     0.00     0.00  ImGui::MouseButtonToKey(int)
  0.00      0.95     0.00     1225     0.00     0.00  ImGui::DebugAllocHook(ImGuiDebugAllocInfo*, int, void*, unsigned long)
  0.00      0.95     0.00     1178     0.00     0.00  ImVector<ImGuiViewportP*>::end()
  0.00      0.95     0.00     1129     0.00     0.00  stbtt__close_shape(stbtt_vertex*, int, int, int, int, int, int, int, int, int)
  0.00      0.95     0.00     1101     0.00     0.00  GetResizeBorderRect(ImGuiWindow*, int, float, float)
  0.00      0.95     0.00     1003     0.00     0.00  ImGui::IsActiveIdUsingNavDir(int)
  0.00      0.95     0.00      940     0.00     0.00  ImGui::FixupKeyChord(ImGuiContext*, int)
  0.00      0.95     0.00      908     0.00     0.00  ImGui::IsModKey(ImGuiKey)
  0.00      0.95     0.00      896     0.00     0.00  ImFloor(float)
  0.00      0.95     0.00      801     0.00     0.00  ImFloor(float)
  0.00      0.95     0.00      734     0.00     0.00  ImVector<ImDrawList*>::resize(int)
  0.00      0.95     0.00      719     0.00     0.00  void ImSwap<float>(float&, float&)
  0.00      0.95     0.00      715     0.00     0.00  ImGui::GetTopMostPopupModal()
  0.00      0.95     0.00      714     0.00     0.00  ImIsPowerOfTwo(int)
  0.00      0.95     0.00      712     0.00     0.00  ImGui_ImplGlfw_GetBackendData()
  0.00      0.95     0.00      706     0.00     0.00  ImGui_ImplOpenGL3_GetBackendData()
  0.00      0.95     0.00      697     0.00     0.00  ImGui::IsMousePosValid(ImVec2 const*)
  0.00      0.95     0.00      682     0.00     0.00  ImLerp(ImVec2 const&, ImVec2 const&, ImVec2 const&)
  0.00      0.95     0.00      668     0.00     0.00  stbtt__fill_active_edges_new(float*, float*, int, stbtt__active_edge*, float)
  0.00      0.95     0.00      663     0.00     0.00  MallocWrapper(unsigned long, void*)
  0.00      0.95     0.00      660     0.00     0.00  stb__lit(unsigned char const*, unsigned int)
  0.00      0.95     0.00      625     0.00     0.00  ImGui::MemAlloc(unsigned long)
  0.00      0.95     0.00      565     0.00     0.00  stbtt_FindGlyphIndex
  0.00      0.95     0.00      557     0.00     0.00  FreeWrapper(void*, void*)
  0.00      0.95     0.00      556     0.00     0.00  ImGui::Shortcut(int, unsigned int, int)
  0.00      0.95     0.00      541     0.00     0.00  ImGui::MemFree(void*)
  0.00      0.95     0.00      530     0.00     0.00  ImGui::IsKeyChordPressed(int, unsigned int, int)
  0.00      0.95     0.00      516     0.00     0.00  gam::AudioIOData::user() const
  0.00      0.95     0.00      515     0.00     1.73  audioCB(gam::AudioIOData&)
  0.00      0.95     0.00      510     0.00     0.00  ImBitArraySetBit(unsigned int*, int)
  0.00      0.95     0.00      504     0.00     0.00  stbtt__GetGlyfOffset(stbtt_fontinfo const*, int)
  0.00      0.95     0.00      498     0.00     0.00  GetMergedModsFromKeys()
  0.00      0.95     0.00      496     0.00     0.00  ImRect::IsInverted() const
  0.00      0.95     0.00      492     0.00     0.00  ImGui::GetKeyOwnerData(ImGuiContext*, ImGuiKey)
  0.00      0.95     0.00      486     0.00     0.00  ImGui::TestKeyOwner(ImGuiKey, unsigned int)
  0.00      0.95     0.00      484     0.00     0.00  ImRect::Add(ImRect const&)
  0.00      0.95     0.00      479     0.00     0.00  ImGui::IsNamedKeyOrModKey(ImGuiKey)
  0.00      0.95     0.00      477     0.00     0.00  ImGui::SetShortcutRouting(int, unsigned int, int)
  0.00      0.95     0.00      468     0.00     0.00  ImVector<ImGuiInputEvent>::resize(int)
  0.00      0.95     0.00      463     0.00     0.00  ImGui::IsNamedKey(ImGuiKey)
  0.00      0.95     0.00      461     0.00     0.00  ImVector<int>::push_back(int const&)
  0.00      0.95     0.00      453     0.00     0.00  ImFont::IsLoaded() const
  0.00      0.95     0.00      446     0.00     0.00  ImBitVector::SetBit(int)
  0.00      0.95     0.00      443     0.00     0.00  operator*(ImVec2 const&, ImVec2 const&)
  0.00      0.95     0.00      389     0.00     0.00  stbtt_GetGlyphBitmapBoxSubpixel
  0.00      0.95     0.00      386     0.00     0.00  stbtt_GetGlyphBox
  0.00      0.95     0.00      326     0.00     0.00  ImGui_ImplGlfw_UpdateMouseData()
  0.00      0.95     0.00      323     0.00     0.00  ImGui::NavUpdateCreateMoveRequest()
  0.00      0.95     0.00      317     0.00     0.00  ImGui::UpdateKeyRoutingTable(ImGuiKeyRoutingTable*)
  0.00      0.95     0.00      312     0.00     0.00  ImGui::UpdateSettings()
  0.00      0.95     0.00      310     0.00     0.00  int ImMax<int>(int, int)
  0.00      0.95     0.00      310     0.00     0.00  ImGui::NavUpdateCancelRequest()
  0.00      0.95     0.00      308     0.00     0.00  ImGui::SetWindowSize(ImGuiWindow*, ImVec2 const&, int)
  0.00      0.95     0.00      308     0.00     0.00  ImGui::UpdateHoveredWindowAndCaptureFlags()
  0.00      0.95     0.00      307     0.00     0.00  ImGui_ImplGlfw_NewFrame()
  0.00      0.95     0.00      306     0.00     0.00  ImGui_ImplOpenGL3_NewFrame()
  0.00      0.95     0.00      305     0.00     0.00  ImVector<ImGuiKeyRoutingData>::swap(ImVector<ImGuiKeyRoutingData>&)
  0.00      0.95     0.00      302     0.00     0.00  ImGui_ImplGlfw_UpdateGamepads()
  0.00      0.95     0.00      302     0.00     0.00  ImGui::UpdateMouseMovingWindowNewFrame()
  0.00      0.95     0.00      301     0.00     0.00  ImGui::UpdateKeyboardInputs()
  0.00      0.95     0.00      300     0.00     0.00  ImVector<ImGuiTableTempData>::begin()
  0.00      0.95     0.00      298     0.00     0.00  ImGui_ImplOpenGL3_SetupRenderState(ImDrawData*, int, int, unsigned int)
  0.00      0.95     0.00      295     0.00     0.00  ImGui::NewFrame()
  0.00      0.95     0.00      295     0.00     0.00  ImVector<int>::operator[](int)
  0.00      0.95     0.00      293     0.00     0.00  ImGui::GetDrawData()
  0.00      0.95     0.00      292     0.00     0.00  ImGui::GetMouseCursor()
  0.00      0.95     0.00      289     0.00     0.11  Synth::renderUI()
  0.00      0.95     0.00      289     0.00     0.00  ImVector<unsigned int>::push_back(unsigned int const&)
  0.00      0.95     0.00      287     0.00     0.00  ImGui::NavUpdateWindowing()
  0.00      0.95     0.00      284     0.00     0.00  ImGui::UpdateViewportsNewFrame()
  0.00      0.95     0.00      284     0.00     0.00  ImGui::NavSaveLastChildNavWindowIntoParent(ImGuiWindow*)
  0.00      0.95     0.00      283     0.00     0.00  ImGui_ImplOpenGL3_RenderDrawData(ImDrawData*)
  0.00      0.95     0.00      279     0.00     0.00  ImGui_ImplGlfw_UpdateMouseCursor()
  0.00      0.95     0.00      279     0.00     0.00  ImGui::SetNavFocusScope(unsigned int)
  0.00      0.95     0.00      276     0.00     0.00  ImFontAtlas::IsBuilt() const
  0.00      0.95     0.00      275     0.00     0.00  ImGui::WindowRectAbsToRel(ImGuiWindow*, ImRect const&)
  0.00      0.95     0.00      271     0.00     0.00  ImGui::EndFrame()
  0.00      0.95     0.00      271     0.00     0.00  ImGui::UpdateMouseWheel()
  0.00      0.95     0.00      270     0.00     0.00  ImGui::SetNextWindowSize(ImVec2 const&, int)
  0.00      0.95     0.00      270     0.00     0.00  ImGui::UpdateDebugToolFlashStyleColor()
  0.00      0.95     0.00      269     0.00     0.00  ImGui::Render()
  0.00      0.95     0.00      269     0.00     0.00  ImGui::NavUpdateAnyRequestFlag()
  0.00      0.95     0.00      267     0.00     0.00  ImGui::NavMoveRequestButNoResultYet()
  0.00      0.95     0.00      266     0.00     0.00  ImBitArray<666, 0>::ClearAllBits()
  0.00      0.95     0.00      266     0.00     0.00  ImGui::GetDefaultFont()
  0.00      0.95     0.00      266     0.00     0.00  ImGui::PushID(char const*)
  0.00      0.95     0.00      265     0.00     0.00  ImGui::SetCurrentFont(ImFont*)
  0.00      0.95     0.00      264     0.00     0.00  ImGui::ErrorCheckEndFrameSanityChecks()
  0.00      0.95     0.00      262     0.00     0.00  ImGui::PopID()
  0.00      0.95     0.00      261     0.00     0.00  FlattenDrawDataIntoSingleLayer(ImDrawDataBuilder*)
  0.00      0.95     0.00      261     0.00     0.00  ImGui::NavEndFrame()
  0.00      0.95     0.00      260     0.00     0.00  ImVector<ImGuiKeyRoutingData>::resize(int)
  0.00      0.95     0.00      258     0.00     0.00  ImGui::NavProcessItem()
  0.00      0.95     0.00      258     0.00     0.00  ImGui::RenderDimmedBackgrounds()
  0.00      0.95     0.00      257     0.00     0.00  int ImMin<int>(int, int)
  0.00      0.95     0.00      257     0.00     0.00  ImDrawListSharedData::SetCircleTessellationMaxError(float)
  0.00      0.95     0.00      256     0.00     0.00  InitViewportDrawData(ImGuiViewportP*)
  0.00      0.95     0.00      256     0.00     0.00  ImVector<int>::resize(int)
  0.00      0.95     0.00      255     0.00     0.00  ImGui::UpdateMouseInputs()
  0.00      0.95     0.00      255     0.00     0.00  ImVector<ImDrawList*>::begin()
  0.00      0.95     0.00      254     0.00     0.00  ImGui::UpdateMouseMovingWindowEndFrame()
  0.00      0.95     0.00      254     0.00     0.00  ImGuiViewportP::CalcWorkRectPos(ImVec2 const&) const
  0.00      0.95     0.00      253     0.00     0.00  ImVector<ImFont*>::operator[](int)
  0.00      0.95     0.00      252     0.00     0.00  ImGui::GetTopMostAndVisiblePopupModal()
  0.00      0.95     0.00      252     0.00     0.00  ImGui::NavUpdate()
  0.00      0.95     0.00      249     0.00     0.00  ImBitArray<666, 0>::ImBitArray()
  0.00      0.95     0.00      248     0.00     0.00  ImVector<ImDrawList*>::end()
  0.00      0.95     0.00      247     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::end()
  0.00      0.95     0.00      246     0.00     0.00  ImGui::UpdateDebugToolItemPicker()
  0.00      0.95     0.00      246     0.00     0.00  ImGui::UpdateDebugToolStackQueries()
  0.00      0.95     0.00      244     0.00     0.13  Synth::renderModulesUI()
  0.00      0.95     0.00      243     0.00     0.00  ImGui::IsKeyPressed(ImGuiKey, unsigned int, int)
  0.00      0.95     0.00      240     0.00     0.00  ImVector<ImGuiPopupData>::resize(int)
  0.00      0.95     0.00      239     0.00     0.00  ImLengthSqr(ImVec2 const&)
  0.00      0.95     0.00      238     0.00     0.00  FindHoveredWindow()
  0.00      0.95     0.00      238     0.00     0.00  ImVector<ImGuiWindowStackData>::resize(int)
  0.00      0.95     0.00      237     0.00     0.00  ImGui::UpdateInputEvents(bool)
  0.00      0.95     0.00      237     0.00     0.00  ImGui::NavUpdateCreateTabbingRequest()
  0.00      0.95     0.00      237     0.00     0.00  ImRect::ToVec4() const
  0.00      0.95     0.00      235     0.00     0.00  ImGui::WindowRectRelToAbs(ImGuiWindow*, ImRect const&)
  0.00      0.95     0.00      235     0.00     0.00  ImVector<ImGuiTableTempData>::end()
  0.00      0.95     0.00      233     0.00     0.00  ImGui::ErrorCheckNewFrameSanityChecks()
  0.00      0.95     0.00      232     0.00     0.00  ImVector<ImGuiGroupData>::resize(int)
  0.00      0.95     0.00      232     0.00     0.00  ImVector<ImGuiWindow*>::reserve(int)
  0.00      0.95     0.00      231     0.00     0.00  ImRect::TranslateY(float)
  0.00      0.95     0.00      230     0.00     0.00  ImVector<unsigned int>::pop_back()
  0.00      0.95     0.00      229     0.00     0.00  ImVector<ImGuiWindow*>::swap(ImVector<ImGuiWindow*>&)
  0.00      0.95     0.00      228     0.00     0.00  ImDrawList::PathArcToFast(ImVec2 const&, float, int, int)
  0.00      0.95     0.00      228     0.00     0.00  ImVector<ImDrawList*>::empty() const
  0.00      0.95     0.00      226     0.00     0.00  ImFloor(ImVec2 const&)
  0.00      0.95     0.00      225     0.00     0.00  stbrp__skyline_find_best_pos(stbrp_context*, int, int)
  0.00      0.95     0.00      225     0.00     0.00  stbrp__skyline_pack_rectangle(stbrp_context*, int, int)
  0.00      0.95     0.00      225     0.00     0.00  ImVector<ImGuiFocusScopeData>::resize(int)
  0.00      0.95     0.00      224     0.00     0.00  ImBitVector::TestBit(int) const
  0.00      0.95     0.00      224     0.00     0.00  operator+=(ImVec2&, ImVec2 const&)
  0.00      0.95     0.00      219     0.00     0.00  ImGuiViewportP::UpdateWorkRect()
  0.00      0.95     0.00      216     0.00     0.00  ImGui::RenderCheckMark(ImDrawList*, ImVec2, unsigned int, float)
  0.00      0.95     0.00      212     0.00     0.00  ImGuiViewportP::CalcWorkRectSize(ImVec2 const&, ImVec2 const&) const
  0.00      0.95     0.00      211     0.00     0.00  ImGuiIO::AddMousePosEvent(float, float)
  0.00      0.95     0.00      205     0.00     0.00  ImVector<ImFontGlyph>::operator[](int)
  0.00      0.95     0.00      194     0.00     0.00  FindLatestInputEvent(ImGuiContext*, ImGuiInputEventType, int)
  0.00      0.95     0.00      192     0.00     0.00  ImVector<float>::operator[](int)
  0.00      0.95     0.00      154     0.00     0.00  ImGuiKeyOwnerData::ImGuiKeyOwnerData()
  0.00      0.95     0.00      140     0.00     0.00  ImVector<ImGuiInputEvent>::operator[](int)
  0.00      0.95     0.00      132     0.00     0.00  stbtt__hheap_cleanup(stbtt__hheap*, void*)
  0.00      0.95     0.00      131     0.00     0.00  stbtt__sort_edges(stbtt__edge*, int)
  0.00      0.95     0.00      129     0.00     0.00  stbtt__rasterize_sorted_edges(stbtt__bitmap*, stbtt__edge*, int, int, int, int, void*)
  0.00      0.95     0.00      122     0.00     0.00  ImVector<ImGuiInputEvent>::push_back(ImGuiInputEvent const&)
  0.00      0.95     0.00      105     0.00     0.00  stbtt__sort_edges_quicksort(stbtt__edge*, int)
  0.00      0.95     0.00      105     0.00     0.00  stbtt_GetGlyphBitmapBox
  0.00      0.95     0.00       94     0.00     0.00  stbtt__GetGlyphShapeTT(stbtt_fontinfo const*, int, stbtt_vertex**)
  0.00      0.95     0.00       91     0.00     0.00  stbtt__sort_edges_ins_sort(stbtt__edge*, int)
  0.00      0.95     0.00       91     0.00     0.00  ImFont::AddGlyph(ImFontConfig const*, unsigned short, float, float, float, float, float, float, float, float, float)
  0.00      0.95     0.00       90     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::begin()
  0.00      0.95     0.00       90     0.00     0.11  stbtt_MakeGlyphBitmapSubpixel
  0.00      0.95     0.00       89     0.00     0.11  stbtt_Rasterize
  0.00      0.95     0.00       82     0.00     0.00  ImVector<ImFontGlyph>::back()
  0.00      0.95     0.00       80     0.00     0.00  stbtt_GetGlyphHMetrics
  0.00      0.95     0.00       78     0.00     0.00  stbtt_GetGlyphShape
  0.00      0.95     0.00       77     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::chunk_size(ImGuiWindowSettings const*)
  0.00      0.95     0.00       73     0.00     0.00  ImVector<unsigned short>::operator[](int)
  0.00      0.95     0.00       72     0.00     0.00  stbtt_FlattenCurves(stbtt_vertex*, int, float, int**, int*, void*)
  0.00      0.95     0.00       70     0.00     0.00  ImChunkStream<ImGuiWindowSettings>::next_chunk(ImGuiWindowSettings*)
